347.735870 332.706848
256.117798 191.815552
388.941010 314.688293
235.239639 60.084438
360.638763 475.293427
345.583160 395.756256
201.248138 79.887985
221.023926 326.330139
345.390167 520.142334
446.282135 368.048187
169.334488 172.757401
305.704529 151.506714
391.503479 336.704254
327.969879 285.949219
366.921661 293.378876
122.047859 56.298244
304.994720 376.242859
259.819702 163.393448
441.419678 379.316040
91.330299 81.376060
369.445740 352.179962
509.942566 416.228424
474.059998 351.307434
235.411545 183.368561
356.787445 450.522217
158.883011 201.464249
294.609741 266.970032
263.139191 92.981781
167.016235 97.876457
176.027191 233.691330
311.896942 363.763733
281.806885 106.620842
190.528320 177.032837
106.692032 138.585144
144.052719 128.542053
201.582031 137.126816
322.073059 281.893188
225.333221 98.560814
489.946960 407.604004
256.875397 246.295822
193.795135 119.801071
542.200378 480.982086
256.113403 88.934723
304.023560 445.221741
190.152969 132.554504
184.670135 103.734276
233.485748 321.564819
433.645294 510.140106
254.493027 282.583801
204.671158 275.249847
403.329193 412.286255
315.472443 287.004852
352.063538 238.953400
250.840958 234.843079
250.417862 353.311768
207.263824 311.477478
188.630035 168.520355
235.512741 290.482727
323.494873 129.282593
308.007294 335.334381
219.440872 316.194611
317.174774 311.795441
262.455688 260.824310
225.587723 222.182144
333.011963 229.066910
428.569702 463.422150
366.317322 367.380188
454.137512 461.503632
270.721008 116.564957
180.910446 315.181976
159.218048 186.298019
171.232498 268.160217
214.590408 153.565536
256.894989 298.621033
169.228912 76.362617
288.890381 200.974457
387.968567 322.275116
116.936668 180.658630
374.242523 450.977875
304.920715 173.941681
314.099060 346.321045
257.732422 160.540329
505.246521 482.421967
248.252975 292.508392
164.524048 207.318970
275.399872 122.754517
454.667725 461.371429
285.472412 239.377930
241.804779 93.833778
374.776215 406.412292
160.785034 132.001160
328.515228 182.419434
332.752106 366.906128
344.507660 255.743851
307.554810 312.054260
178.412888 260.469666
209.420563 276.668884
207.379395 90.409500
115.728958 25.516600
105.533012 127.801094
300.108673 275.282532
493.051178 502.134735
298.498627 262.237244
454.787994 436.224731
333.814331 390.192322
214.273346 223.737228
357.496521 374.821564
187.011139 135.075378
226.197037 223.831528
563.058594 452.788116
194.092804 226.157043
274.226349 402.614014
211.728119 350.022095
242.279449 258.748444
280.766876 296.588989
263.841766 246.985596
145.369751 77.318634
393.090118 253.933212
517.367554 414.536407
332.837860 175.081009
281.417328 318.081482
361.371643 373.776031
174.642822 68.629257
322.116699 275.710083
328.195038 271.397461
396.232300 213.363602
236.677536 96.676682
280.357910 295.439240
197.131119 305.029663
318.970764 415.323059
179.370514 91.537727
219.696106 335.988037
354.283691 189.792130
334.762329 364.544647
211.100876 293.771820
271.206055 215.074493
121.170479 143.981949
285.225677 419.761169
385.552643 319.853088
335.172699 505.114868
274.102936 434.722565
383.360291 453.682983
413.609375 305.169342
381.469757 199.194382
