x,label
1.4078042699305773,0
9.030364292752562,0
3.950237080636348,0
2.7388276613278597,0
0.5088746113870388,0
0.5087888757438155,0
0.17951630582604203,0
6.0336925934398185,0
2.7572464608817935,0
3.693750185113771,0
0.062397923997415866,0
10.510672425474937,0
5.359288630064025,0
0.716062875746841,0
0.6020369662489901,0
0.6078342684967711,0
1.0882611883814315,0
2.2317834925825633,0
1.6966112003410099,0
1.0326689776618245,0
2.839112621699396,0
0.450703586182016,0
1.0365465360072068,0
1.3688316546625412,0
1.826804063579325,0
4.613808033092736,0
0.6682075863860708,0
2.166087465099383,0
2.692514163929282,0
0.14269154926922564,0
2.8059990619488304,0
0.5608837559322493,0
0.20179179263791272,0
8.921063380520792,0
10.111891027383518,0
4.95699471843863,0
1.0898635799062748,0
0.3083319450075187,0
3.4582522892959853,0
1.740272527756195,0
0.3904567018633459,0
2.0506416844024504,0
0.10498116433043725,0
7.201268662179071,0
0.8983733305220583,0
3.258767395694941,0
1.120639744972871,0
2.2023326877276856,0
2.3736713939453926,0
0.6131657985237172,0
10.47842139820868,0
4.476736131414422,0
8.415283257874748,0
6.756455992602589,0
2.733163237149825,0
7.648306137808215,0
0.2779663768593469,0
0.6544040838938023,0
0.13884589706049585,0
1.1805962604092604,0
1.4763908753826558,0
0.9496813296264771,0
5.293673595722802,0
1.3236809985896105,0
0.9894085204027476,0
2.347221249623238,0
0.4556944434618866,0
4.861450787324194,0
0.23242760643392701,0
13.002439018761958,0
4.438451328724534,0
0.6646183215176579,0
0.016612261127806425,0
5.069690332458378,0
3.6812877221611338,0
3.916988726363997,0
4.42564357813054,0
0.23078779654138903,0
1.3316780172486975,0
0.369450313813349,0
5.965588714974668,0
2.928903575137122,0
1.205456403753903,0
0.19700419741434866,0
1.117465051231061,0
1.179942639552394,0
3.9236273518732228,0
3.04466807677806,0
6.546755737204544,0
1.9171984001289295,0
0.3821171808465057,0
3.747379032949798,0
4.291178259230592,0
2.4716624846574864,0
4.421669900164094,0
2.042444194530834,0
2.2190365163318013,0
